sales_id,lastSalePrice,lastSaleDate
118,0.0,2022-05-02T00:00:00.000Z
119,515000.0,2019-06-17T00:00:00.000Z
120,593000.0,2022-12-20T00:00:00.000Z
121,750000.0,2023-09-26T00:00:00.000Z
122,409000.0,2019-05-28T00:00:00.000Z
123,480713.0,2017-11-02T00:00:00.000Z
124,139900.0,1995-12-21T00:00:00.000Z
125,0.0,2020-01-16T00:00:00.000Z
126,165589.0,2015-12-09T00:00:00.000Z
127,338000.0,2015-12-23T00:00:00.000Z
128,328480.0,2017-06-07T00:00:00.000Z
129,246100.0,2004-03-19T00:00:00.000Z
130,392500.0,2020-10-23T00:00:00.000Z
131,289900.0,2019-10-02T00:00:00.000Z
132,15500.0,2017-03-07T00:00:00.000Z
133,0.0,2016-04-11T00:00:00.000Z
134,180000.0,2016-09-27T00:00:00.000Z
135,630000.0,2023-04-12T00:00:00.000Z
136,457500.0,2015-10-22T00:00:00.000Z
137,201900.0,2004-09-21T00:00:00.000Z
138,610000.0,2020-10-29T00:00:00.000Z
139,0.0,2021-03-15T00:00:00.000Z
140,0.0,2011-06-08T00:00:00.000Z
141,0.0,2010-04-26T00:00:00.000Z
142,240000.0,2021-09-15T00:00:00.000Z
143,218000.0,2020-09-01T00:00:00.000Z
144,0.0,2001-07-11T00:00:00.000Z
145,175000.0,2020-06-25T00:00:00.000Z
146,1965000.0,2022-06-03T00:00:00.000Z
147,47000.0,1990-04-05T00:00:00.000Z
148,0.0,2019-06-06T00:00:00.000Z
149,165000.0,1995-07-19T00:00:00.000Z
150,1900000.0,2013-03-13T00:00:00.000Z
151,208000.0,2013-05-15T00:00:00.000Z
152,426000.0,2021-01-21T00:00:00.000Z
153,94500.0,2021-10-27T00:00:00.000Z
154,480000.0,2009-06-19T00:00:00.000Z
155,140000.0,2010-07-02T00:00:00.000Z
156,100000.0,2010-02-24T00:00:00.000Z
157,309000.0,2007-08-07T00:00:00.000Z
158,0.0,2021-12-28T00:00:00.000Z
159,122000.0,2021-04-30T00:00:00.000Z
160,200000.0,2022-08-04T00:00:00.000Z
161,370000.0,1997-09-18T00:00:00.000Z
162,190000.0,2019-06-21T00:00:00.000Z
163,385000.0,2006-10-06T00:00:00.000Z
164,0.0,2020-06-08T00:00:00.000Z
165,250000.0,2018-10-17T00:00:00.000Z
166,101500.0,2001-04-20T00:00:00.000Z
167,158200.0,1985-01-31T00:00:00.000Z
168,69108.0,2011-09-29T00:00:00.000Z
169,350000.0,2012-05-17T00:00:00.000Z
170,106000.0,2005-11-15T00:00:00.000Z
171,75000.0,2013-02-21T00:00:00.000Z
172,662500.0,2016-09-30T00:00:00.000Z
173,75000.0,2012-04-04T00:00:00.000Z
174,238000.0,2021-01-15T00:00:00.000Z
175,332000.0,2022-01-24T00:00:00.000Z
176,0.0,2009-12-14T00:00:00.000Z
177,49000.0,2016-01-19T00:00:00.000Z
178,0.0,2022-07-01T00:00:00.000Z
179,363000.0,2008-06-30T00:00:00.000Z
180,0.0,2015-03-18T00:00:00.000Z
181,394500.0,2014-08-19T00:00:00.000Z
182,546000.0,2020-10-28T00:00:00.000Z
183,143250.0,1989-08-17T00:00:00.000Z
184,2000.0,2011-08-12T00:00:00.000Z
185,300000.0,2022-02-28T00:00:00.000Z
186,105000.0,2017-08-23T00:00:00.000Z
187,165000.0,2023-12-29T00:00:00.000Z
188,170000.0,2004-12-03T00:00:00.000Z
189,0.0,1997-04-21T00:00:00.000Z
190,113900.0,1993-10-14T00:00:00.000Z
191,0.0,1984-11-13T00:00:00.000Z
192,191703.0,2015-09-22T00:00:00.000Z
193,143000.0,2007-05-17T00:00:00.000Z
194,10000.0,2008-12-23T00:00:00.000Z
195,157500.0,2004-09-01T00:00:00.000Z
196,0.0,2008-06-04T00:00:00.000Z
197,655000.0,2013-06-28T00:00:00.000Z
198,1315000.0,2023-11-08T00:00:00.000Z
199,249900.0,2021-09-16T00:00:00.000Z
200,637000.0,2007-02-19T00:00:00.000Z
201,4720.0,2014-09-11T00:00:00.000Z
202,240000.0,2019-11-26T00:00:00.000Z
203,940000.0,2021-04-26T00:00:00.000Z
204,565000.0,2010-04-13T00:00:00.000Z
205,400000.0,2002-05-28T00:00:00.000Z
206,292430.0,2023-12-22T00:00:00.000Z
207,360000.0,2021-09-07T00:00:00.000Z
208,157000.0,1996-03-25T00:00:00.000Z
209,288900.0,2006-02-13T00:00:00.000Z
210,0.0,2016-10-14T00:00:00.000Z
211,170000.0,2017-06-07T00:00:00.000Z
212,850000.0,2022-06-13T00:00:00.000Z
213,4500.0,2015-10-14T00:00:00.000Z
214,127000.0,2008-12-16T00:00:00.000Z
215,196500.0,2012-11-08T00:00:00.000Z
216,149000.0,2021-10-29T00:00:00.000Z
217,580000.0,2017-11-21T00:00:00.000Z
218,0.0,2004-08-03T00:00:00.000Z
219,0.0,2021-07-12T00:00:00.000Z
220,235000.0,2020-10-03T00:00:00.000Z
221,325000.0,2022-05-16T00:00:00.000Z
222,0.0,2010-05-18T00:00:00.000Z
223,54900.0,1997-10-03T00:00:00.000Z
224,0.0,2018-09-05T00:00:00.000Z
225,399900.0,2023-05-18T00:00:00.000Z
226,20000.0,2013-03-27T00:00:00.000Z
227,0.0,2006-11-15T00:00:00.000Z
228,10000.0,2019-05-22T00:00:00.000Z
229,0.0,2006-07-12T00:00:00.000Z
230,335000.0,2003-10-21T00:00:00.000Z
231,0.0,2007-08-23T00:00:00.000Z
232,83000.0,2012-03-22T00:00:00.000Z
233,462500.0,2006-06-05T00:00:00.000Z
234,315000.0,2021-06-10T00:00:00.000Z
235,0.0,2005-03-18T00:00:00.000Z
236,400000.0,2021-10-19T00:00:00.000Z
237,0.0,2020-05-08T00:00:00.000Z
238,0.0,2001-09-20T00:00:00.000Z
239,15000.0,1986-11-13T00:00:00.000Z
240,10000.0,2003-10-31T00:00:00.000Z
241,50000.0,1994-11-02T00:00:00.000Z
242,0.0,2021-08-06T00:00:00.000Z
243,686086.0,2003-01-09T00:00:00.000Z
244,1106000.0,2019-05-15T00:00:00.000Z
245,136000.0,2009-07-16T00:00:00.000Z
246,308500.0,2016-05-25T00:00:00.000Z
247,135250.0,2002-01-09T00:00:00.000Z
248,155000.0,2016-02-24T00:00:00.000Z
249,249000.0,2020-04-03T00:00:00.000Z
250,159950.0,2011-09-30T00:00:00.000Z
251,128605.0,2024-06-05T00:00:00.000Z
252,0.0,2020-08-31T00:00:00.000Z
253,83000.0,2023-05-22T00:00:00.000Z
254,295000.0,2023-09-21T00:00:00.000Z
255,280000.0,2022-10-28T00:00:00.000Z
256,280000.0,2005-12-30T00:00:00.000Z
257,159000.0,2021-10-01T00:00:00.000Z
258,850000.0,2022-07-22T00:00:00.000Z
259,172000.0,2008-10-28T00:00:00.000Z
260,43500.0,1979-07-01T00:00:00.000Z
261,87000.0,2011-09-07T00:00:00.000Z
262,151000.0,2021-12-02T00:00:00.000Z
263,500000.0,2014-12-15T00:00:00.000Z
264,0.0,1993-11-23T00:00:00.000Z
265,495000.0,2020-07-20T00:00:00.000Z
266,391030.0,2009-07-22T00:00:00.000Z
267,28000.0,2022-02-07T00:00:00.000Z
268,31000.0,2024-08-26T00:00:00.000Z
269,65850.0,2001-07-05T00:00:00.000Z
270,125000.0,2004-06-18T00:00:00.000Z
271,37000.0,2019-08-28T00:00:00.000Z
272,0.0,2015-05-01T00:00:00.000Z
273,265000.0,2022-06-10T00:00:00.000Z
274,25000.0,2020-03-17T00:00:00.000Z
275,254000.0,2021-08-17T00:00:00.000Z
276,157682.0,1988-07-29T00:00:00.000Z
277,583000.0,2021-09-09T00:00:00.000Z
278,268000.0,2021-01-13T00:00:00.000Z
279,0.0,2019-09-05T00:00:00.000Z
280,220000.0,2021-04-16T00:00:00.000Z
281,235000.0,2018-10-11T00:00:00.000Z
282,10000.0,2014-10-21T00:00:00.000Z
283,37600.0,1973-01-01T00:00:00.000Z
284,24500.0,2019-09-17T00:00:00.000Z
285,102000.0,2013-02-08T00:00:00.000Z
286,270000.0,2016-04-08T00:00:00.000Z
287,189000.0,1999-06-25T00:00:00.000Z
288,105000.0,2001-08-20T00:00:00.000Z
289,326900.0,2020-06-08T00:00:00.000Z
290,721500.0,2023-09-18T00:00:00.000Z
291,152000.0,2021-12-22T00:00:00.000Z
292,800008.0,2021-08-27T00:00:00.000Z
293,4800.0,2017-12-12T00:00:00.000Z
294,639000.0,2003-10-21T00:00:00.000Z
295,500000.0,2021-11-18T00:00:00.000Z
296,0.0,2021-04-26T00:00:00.000Z
297,432000.0,2021-04-01T00:00:00.000Z
298,199000.0,2013-06-11T00:00:00.000Z
